session,outer_fold,inner_fold,outer_train_cycle_ids,outer_test_cycle_ids,inner_train_cycle_ids,inner_validation_cycle_ids,inner_train_cycle_count,inner_validation_cycle_count,normalization_fit_cycle_ids,outer_test_inner_train_overlap_count,outer_test_inner_validation_overlap_count,inner_train_validation_overlap_count,inner_train_union_validation_equals_outer_train,inner_validation_excluded_from_normalization_fit,matches_existing_outer_train_cycle_set,training_set_fingerprint_sha256,evaluation_set_fingerprint_sha256,same_training_set_occurrence_count,strict_training_cache_reuse_possible
709,6,5,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,10,11,14,15,16,17,18,19,20,21","8,9",18,2,"0,1,2,3,4,5,6,7,10,11,14,15,16,17,18,19,20,21",0,0,0,True,True,False,46acb997f390942538536eb8e6d34d4a506711a85ddd68b8b76b02658ecf57e3,279f9e8b03b412e2dea6baaa0949010bdb7a2e662b85f08143ba6db3cde9e936,2,True
709,6,6,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21","10,11",18,2,"0,1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21",0,0,0,True,True,False,c36416e8210ab6b2cc7a4eef28248e4d40199404efa569b895bcf8f69df71faf,3cb092ba8d53757fb1037548d8a7af7fa37418a6f5b95ed659259abe7b5b55f0,2,True
709,6,7,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,20,21","14,15",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,20,21",0,0,0,True,True,False,5b09334351aad36e01855f1565fdb5985b6590bd2de1bb177565f1f7783125d3,93b2bc3a63d802d7a8baf8bcf838bd1774740dcf995522a336818ff764403f01,2,True
709,6,8,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,19,20,21","16,17",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,19,20,21",0,0,0,True,True,False,90652d04ad1aec62bc64cb2250a8429a1fc14a18073f3e05331bf4d447129f32,58f470ca9b1addadec2a1417f31adaacb91c65d4fc9d199e6e6e89e762073ca7,2,True
709,6,9,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,20,21","18,19",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,20,21",0,0,0,True,True,False,a9ad36b4bbfeaa12bd95d683af4f6a4ee7fd46b0b87e5101233cba58e7ef78f7,b6266a0c100161cb0d6bac3037cb05d9bb9dabd8c7812842ac400c950df4bd55,2,True
709,6,10,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","12,13","0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19","20,21",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19",0,0,0,True,True,False,ddda19cd4cb53e943b91b5b850e01e07ccf1c4b394fb30f4e27be36a552cbfd0,1732d533d42c46c3fd66bf750b6bd8c9fd1354fa78de1fd844089e9fd71c3928,2,True
709,7,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","0,1",18,2,"2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21",0,0,0,True,True,False,48c2c5ead90374f1f545fcbd3632381ceb087336551e1966d12ae84b5e96cf53,9fbb5113ed9c4f4e239b15d98c268ee1f7d538a3cff044aa64dbe5ccba71c877,1,False
709,7,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","2,3",18,2,"0,1,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21",0,0,0,True,True,False,07f90b3bf6011427411b1461956dab7ae97b92039da8c73825d76f59d5443ca6,70b1adea94961324f7d577a4b468185e65ae7882745ae14ec687b86290c2b0f9,1,False
709,7,3,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,6,7,8,9,10,11,12,13,16,17,18,19,20,21","4,5",18,2,"0,1,2,3,6,7,8,9,10,11,12,13,16,17,18,19,20,21",0,0,0,True,True,False,0b3492314402494eec3b907b4b6f53093af0e1b351a482e868c52e469fda6e04,93b884d5b30282192fe327f3f759bc50ef7dd85c50a5d4f7844434fe703d7abc,1,False
709,7,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,8,9,10,11,12,13,16,17,18,19,20,21","6,7",18,2,"0,1,2,3,4,5,8,9,10,11,12,13,16,17,18,19,20,21",0,0,0,True,True,False,746748e70e066eb11e1ec2054085bd4ba457ddcec1ddc1198c799ae9b3734f1f,9e617836cc51d6d949203bbca80404b946d4ed141ebe8b4a20a1891944688e16,2,True
709,7,5,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,10,11,12,13,16,17,18,19,20,21","8,9",18,2,"0,1,2,3,4,5,6,7,10,11,12,13,16,17,18,19,20,21",0,0,0,True,True,False,ba86f47a3256a52ed63636ce9ce3b4f68c132405c910a1259774a199fe1d7239,bf12c6f800ec76e65f0468611f1289d78289578ae9118ed046a406f39d04cdf2,2,True
709,7,6,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,8,9,12,13,16,17,18,19,20,21","10,11",18,2,"0,1,2,3,4,5,6,7,8,9,12,13,16,17,18,19,20,21",0,0,0,True,True,False,899766418604557688208fead361a3bbc8e5aaa8fc3705040e8a166ccd9aa0db,fd9eadbafd586c03ef6b2e2fe17e783f490d3520c91f2f29136090005d0a65ab,2,True
709,7,7,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,20,21","12,13",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,20,21",0,0,0,True,True,False,5b09334351aad36e01855f1565fdb5985b6590bd2de1bb177565f1f7783125d3,64519b8dab2789ca0c5d030eb117747c0bbcc8f3367e48cd99eee590455683aa,2,True
709,7,8,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,8,9,10,11,12,13,18,19,20,21","16,17",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,18,19,20,21",0,0,0,True,True,False,2f7fb9d95edc87ef3b3e858e38bf8fe129efdca6d62946f201aa6e9473778e85,e773ed87dafc0e4988e66b11d2697474dd4696a3aff697719f3645052df6c043,2,True
709,7,9,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,20,21","18,19",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,20,21",0,0,0,True,True,False,d6ecf6aba64ff922a384926cb2a4b5ee5e46fcd0456d741c45637e592e15c926,0ed91c61924a01d257d2c25dc6f22e7db6e1b2b49e02ab0887d87c0327b5f629,2,True
709,7,10,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,21","14,15","0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19","20,21",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19",0,0,0,True,True,False,8eb4fd32579029bc1e05523dcbf356c91615afbc541f567a0a3afe080ae2fc6f,7cbc7fd1dc7fa474240ef4476b0bd8e2ad468cf0af547a6280ea02d07032b834,2,True
709,8,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","0,1",18,2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21",0,0,0,True,True,False,020cded542fe951569705a6fd37dae1806433acaa40b2e8daa5134e0033fe908,b61da7506be89a6afe36ba3a2d134aafad37305fb8c4d8a68acfa8c0fc3e3286,1,False
709,8,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","2,3",18,2,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21",0,0,0,True,True,False,bafe6b9ed0ecaa37fdf98707761a88ee75378fecc1c599b62fcb93f02b5aa9e2,51eeed03263b66b8641c3b625487018b25655b8d22c7d9af2d7e5eed5afa9cf0,1,False
709,8,3,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,6,7,8,9,10,11,12,13,14,15,18,19,20,21","4,5",18,2,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,18,19,20,21",0,0,0,True,True,False,34f4170272481dbfe910193b8835b2ff9d5f5a70fcb44490469be52513f75fbe,ffa2dbbc36071a113a91db082b234140f1adafff12221ccef5f66d0fc933ed3d,1,False
709,8,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,8,9,10,11,12,13,14,15,18,19,20,21","6,7",18,2,"0,1,2,3,4,5,8,9,10,11,12,13,14,15,18,19,20,21",0,0,0,True,True,False,4806c6f9558ae95e8b00f36e034b8601e052c02bda2ebd91c97f58dc1fa7118a,026be20eb72af16aeb6f0d9666a3ed4f707f8901c2fe42b83be5ade80ec87dc5,2,True
709,8,5,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,10,11,12,13,14,15,18,19,20,21","8,9",18,2,"0,1,2,3,4,5,6,7,10,11,12,13,14,15,18,19,20,21",0,0,0,True,True,False,fce717db63f08689e1290d97f06c510096ad9497d038be9e1ee39a812eea178c,ac857e7d9fa6fdc42b25f0ec018e44bf4b38bf27db9e3172e41fc9bfc9707b9f,2,True
709,8,6,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,8,9,12,13,14,15,18,19,20,21","10,11",18,2,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,18,19,20,21",0,0,0,True,True,False,211cadbff401e4b70c95c3fefd375581475418aac66ed6196d7ae37aca8f9d07,c5412033fe9f4c1cb794281e41cbee027c5a32c6a6e26c4c6b98099970ec5696,2,True
709,8,7,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,19,20,21","12,13",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,19,20,21",0,0,0,True,True,False,90652d04ad1aec62bc64cb2250a8429a1fc14a18073f3e05331bf4d447129f32,253811d888549d3dc491e3d87373fe84cca240ce2db9602ea1970a71397222c1,2,True
709,8,8,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,8,9,10,11,12,13,18,19,20,21","14,15",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,18,19,20,21",0,0,0,True,True,False,2f7fb9d95edc87ef3b3e858e38bf8fe129efdca6d62946f201aa6e9473778e85,63754e354809fc6d1b7e988abd1fa539bd815b53b91848c2ddd9378ed0542605,2,True
709,8,9,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21","18,19",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21",0,0,0,True,True,False,e34b8ba1825f19f1cfde5a33e91a6f7e7105806626e57f7d0b1e38ac42719695,da35441ca6f94e2cedd01152d352fff8d082774a91ff05b08af18e1f87ae1bfb,2,True
709,8,10,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21","16,17","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19","20,21",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19",0,0,0,True,True,False,4272cccd4f0ec535fc8dd1964373d0f62506f5421a82e1f048842ecf20b47e98,878ca45d3a7ca9dcf4cb5ef1b8264fae6b2efc516119d29d4265926a563df506,2,True
709,9,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","0,1",18,2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21",0,0,0,True,True,False,0c5003d1dd2ec77a640270a4a4be68685814325e76aee510237326f8eee5eca5,19b91f27f5538b48f729731e08cb831d5703137f8a0d4e92bb7f878030bf2574,1,False
709,9,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","2,3",18,2,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21",0,0,0,True,True,False,5f6338c27e8eb777480635c9833e92c588ca9fef092583026634f14612b3f8b4,2f316cf69e74cf00ce681310b8793a2662b6ddee1b1698444e963cdd7443dbac,1,False
709,9,3,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,20,21","4,5",18,2,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,20,21",0,0,0,True,True,False,eaa8f6ed826b83e72e86f5c8ba3170f3d3c18103e1fb86e9688123c9986b10c8,7ecc52d7a8cdf41695a98d18862bbf5a89a2a539dc43f79b7651a7099285f50e,1,False
709,9,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,20,21","6,7",18,2,"0,1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,20,21",0,0,0,True,True,False,1d15d13931c4086eafdd185bce2b2f3afdc6e5b2b12374ab35b417008b64c4a4,d526ebbe0304c6f862ac3ecfdda238148093f6130f1d23fcd8195238fd5682ff,2,True
709,9,5,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,20,21","8,9",18,2,"0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,20,21",0,0,0,True,True,False,fd6a062a48b990cc84451b3acdd24ce2d493d5c8057aa91811d0f6e44951a773,b14b0362318dd915ea859a9874ab7d79c7f290f4b34948351a646de57a8b0211,2,True
709,9,6,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,20,21","10,11",18,2,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,20,21",0,0,0,True,True,False,5dfc2ff9585a29c07d72bb42f3bcd185113f6f8a08299e5d19c719532c63805e,4c3b2fe67d9450f3067c01cd53c39008ef81201a1fa74a8aedb82cdc89de5fe9,2,True
709,9,7,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,20,21","12,13",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,20,21",0,0,0,True,True,False,a9ad36b4bbfeaa12bd95d683af4f6a4ee7fd46b0b87e5101233cba58e7ef78f7,19bdcfdb3d848f1bd44bfda47a3237a80130ff64c2c72ba18aeaea2efc7c9e4d,2,True
709,9,8,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,20,21","14,15",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,20,21",0,0,0,True,True,False,d6ecf6aba64ff922a384926cb2a4b5ee5e46fcd0456d741c45637e592e15c926,b5077dc5e6154382e788a4ef858597353c16d75546ed96afcacbcf1993d878e0,2,True
709,9,9,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21","16,17",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,21",0,0,0,True,True,False,e34b8ba1825f19f1cfde5a33e91a6f7e7105806626e57f7d0b1e38ac42719695,94bb37b287f6645e0d61049fa50c936c2be4b26af236a9e953d60c9202e68dce,2,True
709,9,10,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21","18,19","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","20,21",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,0e338e7208228882a24f0de6c65c87d2d6e32e81d3e6d39c53a9f5921c571388,5ef2d5ce928b6ac4022af9ba90cb75d0fb0c82f27889387e7329b06f36e50f34,2,True
709,10,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","0,1",18,2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0,0,0,True,True,False,105bd2b63b92976030f8d7dab2f78370b7df522e90f5b14b13b53bb23c21f358,b9de285903806f2d9b139761a23685c30bdce0858f6761d2705f342bc2b8efc1,1,False
709,10,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","2,3",18,2,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0,0,0,True,True,False,41b5d13d94603af6d96d47826e99b785268ef896146093c344ee71b084c6af04,4ceedd1bb536209417c657ce49e0645339f8912bcf9a651308cbd27a3580a7b8,1,False
709,10,3,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19","4,5",18,2,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19",0,0,0,True,True,False,479546729f56495ed7c610c2c02a954ae2157b48ef8d8b35b22d638317f545d5,1a3310297ab53757cd54cb68a86dbb1e56a3119416096d79d942a146296d1dad,1,False
709,10,4,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19","6,7",18,2,"0,1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19",0,0,0,True,True,False,f01c06ca1ffeaf9fbf5d5173e87a19b572f1c7680a9208b2fed4fb52e9e9b370,973a8a4ed8d77c0282016fa996cb882fa7c0d820189307c6d2258256fcebc0fd,2,True
709,10,5,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19","8,9",18,2,"0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19",0,0,0,True,True,False,3773af21b38a1687c3a6daaae114695067486dd2c0642c2a230c46fb46286a46,90a401125b26ebfc4c0a50bf3def425f610da5f5fc1cacf5cd3c74de73897fe3,2,True
709,10,6,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19","10,11",18,2,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19",0,0,0,True,True,False,37060b15bdd502ac1fdb07043ede23c18718c0462fe0f9c11ed99378eb6916f7,0a185e8045539b32d43e2c57d0e37b7f861d8e228c914ee230d21f9e6fe03aa2,2,True
709,10,7,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19","12,13",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19",0,0,0,True,True,False,ddda19cd4cb53e943b91b5b850e01e07ccf1c4b394fb30f4e27be36a552cbfd0,b9805642eb65443cfefd99d12b01bfab908a37cdd8a91b91deada4a4eaf36610,2,True
709,10,8,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19","14,15",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19",0,0,0,True,True,False,8eb4fd32579029bc1e05523dcbf356c91615afbc541f567a0a3afe080ae2fc6f,c3a9679d5b7a337663e029b348b9e137543060a1922c25b4b2c58fd9513e22bb,2,True
709,10,9,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19","16,17",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19",0,0,0,True,True,False,4272cccd4f0ec535fc8dd1964373d0f62506f5421a82e1f048842ecf20b47e98,735cf92983be2b24c109f72c05c86e90f93521f4908ef1ea89d85c6fecc61b14,2,True
709,10,10,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","20,21","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","18,19",18,2,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,0e338e7208228882a24f0de6c65c87d2d6e32e81d3e6d39c53a9f5921c571388,5e01ff90b399b604be26694d59d219feaf547c718664f7e0ea8e873e992ba073,2,True
710,1,1,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3",14,2,"4,5,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,93ab9cfba19e78cf83a6f83f23ef5bbb6eef58fac24ef2a6ae2a06a8d07a88b7,ab78c4f0bdc228a69a9457bf728fa5e23ad0b43b819bb7458f1df97a4a039094,2,True
710,1,2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,6,7,8,9,10,11,12,13,14,15,16,17","4,5",14,2,"2,3,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,5746ac14e94de07261d17228fb9963e2c1c6a6629516cbe35518e6ab37f02953,b98a151b68e2f8c5b200518c85760b2a6548fae17bcfca1ea64eb7e97e877e63,2,True
710,1,3,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,8,9,10,11,12,13,14,15,16,17","6,7",14,2,"2,3,4,5,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,5956657c25f8c7fec0a430c5924fa3cbaf13f8d024aa84e515e1382b95f9f5a8,d1e799937fb5189dd0ccf468a0a457eb71c89e25b410c3a664739e1c1ee1e0ac,2,True
710,1,4,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,10,11,12,13,14,15,16,17","8,9",14,2,"2,3,4,5,6,7,10,11,12,13,14,15,16,17",0,0,0,True,True,False,9fa3eeda101067c3f1e5d36d924c952f04511e09e8b94d6fe29904e17dc63a6a,0bdf38cc4f7924e51a01dfdf3c386aa1d3309cef7aaa14d823f4d4120f640eba,2,True
710,1,5,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,12,13,14,15,16,17","10,11",14,2,"2,3,4,5,6,7,8,9,12,13,14,15,16,17",0,0,0,True,True,False,34600e9c9468d2f210f58b9a76831c1049bdf3700ffe5507d8c3b626755af4b8,6db2373c7bcfa0789a64f075d7c47cf7d65f1af24f665f6168495c36a83f44ae,2,True
710,1,6,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,10,11,14,15,16,17","12,13",14,2,"2,3,4,5,6,7,8,9,10,11,14,15,16,17",0,0,0,True,True,False,b8836c85f8b3d1e5b531253ecc5a52ffd44938978f3a2286055ab526f1221c5f,62b8f0abf536dd470cc7d376d10ccd64ffc90bac57045ec96611f8cde961d185,2,True
710,1,7,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,10,11,12,13,15,16,17",14,15,1,"2,3,4,5,6,7,8,9,10,11,12,13,15,16,17",0,0,0,True,True,False,8643a6bbf3c98b3780645cd002222ec76e5f31c76c8eb238c3d17bd3aba777b0,94b26671963fbab03d35d42ec8f6e4f31b987322eb54908e1b76ab750995ba4b,1,False
710,1,8,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,10,11,12,13,14,16,17",15,15,1,"2,3,4,5,6,7,8,9,10,11,12,13,14,16,17",0,0,0,True,True,False,260215fdc4e0dab2428401e5cfa187657e50d82f4c49f525d3a6517999ae86be,fc443e0c7dc8d9a2b95f4a9ecd68df516244b9614ae58cd7a1548aff24414e11,1,False
710,1,9,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,10,11,12,13,14,15,17",16,15,1,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,17",0,0,0,True,True,False,79d39d884f86b24afa7e45c3dd7c9ac3f145be6379aa038c595ccabd6658aeb8,e51a375f68065a13505a34e20ba20ae72611b8ed6e41cf23df0eade6c8b38c74,2,True
710,1,10,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",17,15,1,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",0,0,0,True,True,False,962e941bcb57d61045e5f3efb261751123091260adb21adba718b062116d2ef6,be1a80867a57034e2fcadad265036ef4a2013946fc994d7fa8acc290b8aade9b,2,True
710,2,1,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3","4,5,6,7,8,9,10,11,12,13,14,15,16,17","0,1",14,2,"4,5,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,93ab9cfba19e78cf83a6f83f23ef5bbb6eef58fac24ef2a6ae2a06a8d07a88b7,9e4f3af95b4ce5c550d670d8a463eb4979b9cc07c3695c05219260943d71f346,2,True
710,2,2,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3","0,1,6,7,8,9,10,11,12,13,14,15,16,17","4,5",14,2,"0,1,6,7,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,484c02fac23b960bb136678cec5051974a9a3a9809ad18f368691d487c86085a,acd18459a71ff6941f79175b22d63b83aa2ed2b4ca966b327ad62374e1fc7292,2,True
710,2,3,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3","0,1,4,5,8,9,10,11,12,13,14,15,16,17","6,7",14,2,"0,1,4,5,8,9,10,11,12,13,14,15,16,17",0,0,0,True,True,False,830e9e9780efd2ae3e5a3416c2f07a558180cdb971d1ff4a2941f3da4c2b974f,f0d384f64d57773abc11b6af77d58ea3380991b0808907937b3444689558a5b7,2,True
710,2,4,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3","0,1,4,5,6,7,10,11,12,13,14,15,16,17","8,9",14,2,"0,1,4,5,6,7,10,11,12,13,14,15,16,17",0,0,0,True,True,False,1e87dfd0552802c3adc16de9b7d3e988091746edd509ae78ce9e960ea9b1393a,6dfc38f22a93eecd6ae0b4827adc179da0f6125d1b13c482592de27cc6c370d3,2,True
